Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Version
NSRDB,126544,-,-,-,37.85,-122.26,-8,60,-8,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Temperature
2006,1,1,0,0,0,0,0,9.559259033203148
2006,1,1,1,0,0,0,0,9.560266113281273
2006,1,1,2,0,0,0,0,9.399194335937523
2006,1,1,3,0,0,0,0,9.200280761718773
2006,1,1,4,0,0,0,0,8.922021484375023
2006,1,1,5,0,0,0,0,8.781732177734398
2006,1,1,6,0,0,0,0,9.064965820312523
2006,1,1,7,0,0,0,0,9.539331054687523
2006,1,1,8,0,5,0,5,10.303552246093773
2006,1,1,9,0,15,0,15,11.287896728515648
2006,1,1,10,0,26,0,26,11.748193359375023
2006,1,1,11,0,81,0,81,12.088067626953148
2006,1,1,12,0,67,0,67,12.348229980468773
2006,1,1,13,0,209,96,255,12.532373046875023
2006,1,1,14,0,122,0,122,12.634484863281273
2006,1,1,15,0,90,0,90,12.588250732421898
2006,1,1,16,0,14,0,14,12.504846191406273
2006,1,1,17,0,0,0,0,12.488671875000023
2006,1,1,18,0,0,0,0,12.521447753906273
2006,1,1,19,0,0,0,0,12.477838134765648
2006,1,1,20,0,0,0,0,12.237145996093773
2006,1,1,21,0,0,0,0,11.940393066406273
2006,1,1,22,0,0,0,0,11.727777099609398
2006,1,1,23,0,0,0,0,11.514825439453148
2006,1,2,0,0,0,0,0,11.313073730468773
2006,1,2,1,0,0,0,0,11.078485107421898
2006,1,2,2,0,0,0,0,10.829980468750023
2006,1,2,3,0,0,0,0,10.647515869140648
2006,1,2,4,0,0,0,0,10.550469970703148
2006,1,2,5,0,0,0,0,10.363092041015648
2006,1,2,6,0,0,0,0,10.064019775390648
2006,1,2,7,0,0,0,0,9.808587646484398
2006,1,2,8,0,2,0,2,9.945092773437523
2006,1,2,9,0,73,0,73,10.417199707031273
2006,1,2,10,0,65,0,65,11.302117919921898
2006,1,2,11,0,25,0,25,11.555902099609398
2006,1,2,12,0,143,0,143,11.158074951171898
2006,1,2,13,0,147,0,147,10.974298095703148
2006,1,2,14,0,105,0,105,11.083734130859398
2006,1,2,15,0,95,0,95,11.317193603515648
2006,1,2,16,0,42,0,42,11.109277343750023
2006,1,2,17,0,0,0,0,10.711083984375023
2006,1,2,18,0,0,0,0,10.443383789062523
2006,1,2,19,0,0,0,0,10.202905273437523
2006,1,2,20,0,0,0,0,10.040673828125023
2006,1,2,21,0,0,0,0,9.861169433593773
2006,1,2,22,0,0,0,0,9.720635986328148
2006,1,2,23,0,0,0,0,9.646722412109398
2006,1,3,0,0,0,0,0,9.572900390625023
2006,1,3,1,0,0,0,0,9.565606689453148
2006,1,3,2,0,0,0,0,9.426538085937523
2006,1,3,3,0,0,0,0,9.162652587890648
2006,1,3,4,0,0,0,0,9.201989746093773
2006,1,3,5,0,0,0,0,9.328088378906273
2006,1,3,6,0,0,0,0,9.313592529296898
2006,1,3,7,0,0,0,0,9.282434082031273
2006,1,3,8,0,2,0,2,9.817102050781273
2006,1,3,9,0,95,50,107,10.317895507812523
2006,1,3,10,0,107,0,107,10.859399414062523
2006,1,3,11,0,185,43,205,11.542138671875023
2006,1,3,12,0,135,0,135,12.246881103515648
2006,1,3,13,0,116,0,116,12.538110351562523
2006,1,3,14,0,44,0,44,12.411157226562523
2006,1,3,15,0,41,0,41,12.121301269531273
2006,1,3,16,0,59,162,86,11.826409912109398
2006,1,3,17,0,0,0,0,11.661126708984398
2006,1,3,18,0,0,0,0,11.572808837890648
2006,1,3,19,0,0,0,0,11.545709228515648
2006,1,3,20,0,0,0,0,11.574609375000023
2006,1,3,21,0,0,0,0,11.575524902343773
2006,1,3,22,0,0,0,0,11.536798095703148
2006,1,3,23,0,0,0,0,11.480950927734398
2006,1,4,0,0,0,0,0,11.391748046875023
2006,1,4,1,0,0,0,0,11.274011230468773
2006,1,4,2,0,0,0,0,11.199945068359398
2006,1,4,3,0,0,0,0,11.192193603515648
2006,1,4,4,0,0,0,0,11.163659667968773
2006,1,4,5,0,0,0,0,11.194726562500023
2006,1,4,6,0,0,0,0,11.213555908203148
2006,1,4,7,0,0,0,0,11.375726318359398
2006,1,4,8,0,31,247,53,11.982476806640648
2006,1,4,9,0,60,597,207,12.394891357421898
2006,1,4,10,0,75,729,346,13.656365966796898
2006,1,4,11,0,83,791,443,15.403100585937523
2006,1,4,12,0,86,813,485,16.320123291015648
2006,1,4,13,0,85,804,470,16.681878662109398
2006,1,4,14,0,80,763,397,16.501062011718773
2006,1,4,15,0,68,671,276,15.768090820312523
2006,1,4,16,0,61,157,87,13.791619873046898
2006,1,4,17,0,0,0,0,12.643731689453148
2006,1,4,18,0,0,0,0,12.197869873046898
2006,1,4,19,0,0,0,0,11.876611328125023
2006,1,4,20,0,0,0,0,11.604699707031273
2006,1,4,21,0,0,0,0,11.506097412109398
2006,1,4,22,0,0,0,0,11.490899658203148
2006,1,4,23,0,0,0,0,11.495019531250023
2006,1,5,0,0,0,0,0,11.488122558593773
2006,1,5,1,0,0,0,0,11.300531005859398
2006,1,5,2,0,0,0,0,11.011773681640648
2006,1,5,3,0,0,0,0,10.753228759765648
2006,1,5,4,0,0,0,0,10.548791503906273
2006,1,5,5,0,0,0,0,10.403894042968773
2006,1,5,6,0,0,0,0,10.325219726562523
2006,1,5,7,0,0,0,0,10.366143798828148
2006,1,5,8,0,31,37,34,11.092004394531273
2006,1,5,9,0,97,84,118,11.923547363281273
2006,1,5,10,0,116,484,296,13.527490234375023
2006,1,5,11,0,167,415,356,15.272241210937523
2006,1,5,12,0,121,657,445,16.560540771484398
2006,1,5,13,0,87,834,487,17.195092773437523
2006,1,5,14,0,165,317,298,17.008233642578148
2006,1,5,15,0,85,526,250,15.955712890625023
2006,1,5,16,0,52,363,113,13.676538085937523
2006,1,5,17,0,0,0,0,12.553643798828148
2006,1,5,18,0,0,0,0,11.989404296875023
2006,1,5,19,0,0,0,0,11.530511474609398
2006,1,5,20,0,0,0,0,11.243066406250023
2006,1,5,21,0,0,0,0,11.147210693359398
2006,1,5,22,0,0,0,0,11.203973388671898
2006,1,5,23,0,0,0,0,11.296044921875023
2006,1,6,0,0,0,0,0,11.248498535156273
2006,1,6,1,0,0,0,0,11.105859375000023
2006,1,6,2,0,0,0,0,10.942315673828148
2006,1,6,3,0,0,0,0,10.813104248046898
2006,1,6,4,0,0,0,0,10.761804199218773
2006,1,6,5,0,0,0,0,10.742852783203148
2006,1,6,6,0,0,0,0,10.599145507812523
2006,1,6,7,0,0,0,0,10.394616699218773
2006,1,6,8,0,32,229,52,10.522882080078148
2006,1,6,9,0,75,416,178,11.261102294921898
2006,1,6,10,0,77,760,360,13.454278564453148
2006,1,6,11,0,85,822,461,15.509912109375023
2006,1,6,12,0,88,845,506,16.487939453125023
2006,1,6,13,0,87,836,490,16.835595703125023
2006,1,6,14,0,82,793,415,16.522302246093773
2006,1,6,15,0,70,699,291,15.447503662109398
2006,1,6,16,0,49,497,135,13.058984375000023
2006,1,6,17,0,0,0,0,11.976373291015648
2006,1,6,18,0,0,0,0,11.959893798828148
2006,1,6,19,0,0,0,0,11.572930908203148
2006,1,6,20,0,0,0,0,11.008264160156273
2006,1,6,21,0,0,0,0,10.578027343750023
2006,1,6,22,0,0,0,0,10.455926513671898
2006,1,6,23,0,0,0,0,10.748956298828148
2006,1,7,0,0,0,0,0,11.066857910156273
2006,1,7,1,0,0,0,0,11.285485839843773
2006,1,7,2,0,0,0,0,11.289910888671898
2006,1,7,3,0,0,0,0,11.125939941406273
2006,1,7,4,0,0,0,0,11.007287597656273
2006,1,7,5,0,0,0,0,10.968194580078148
2006,1,7,6,0,0,0,0,10.953973388671898
2006,1,7,7,0,0,0,0,10.988732910156273
2006,1,7,8,0,31,302,58,11.368951416015648
2006,1,7,9,0,49,0,49,12.167779541015648
2006,1,7,10,0,152,52,172,13.433282470703148
2006,1,7,11,0,203,117,256,14.173944091796898
2006,1,7,12,0,167,4,169,14.645959472656273
2006,1,7,13,0,71,0,71,14.551324462890648
2006,1,7,14,0,145,1,146,14.227807617187523
2006,1,7,15,0,71,700,293,13.447229003906273
2006,1,7,16,0,50,0,50,11.877282714843773
2006,1,7,17,0,0,0,0,10.898156738281273
2006,1,7,18,0,0,0,0,10.493188476562523
2006,1,7,19,0,0,0,0,10.222100830078148
2006,1,7,20,0,0,0,0,10.037164306640648
2006,1,7,21,0,0,0,0,9.957482910156273
2006,1,7,22,0,0,0,0,9.976831054687523
2006,1,7,23,0,0,0,0,10.029168701171898
2006,1,8,0,0,0,0,0,9.999719238281273
2006,1,8,1,0,0,0,0,9.854425048828148
2006,1,8,2,0,0,0,0,9.554345703125023
2006,1,8,3,0,0,0,0,9.112878417968773
2006,1,8,4,0,0,0,0,8.857171630859398
2006,1,8,5,0,0,0,0,8.520074462890648
2006,1,8,6,0,0,0,0,8.056085205078148
2006,1,8,7,0,0,0,0,7.650445556640648
2006,1,8,8,0,32,308,59,7.663171386718773
2006,1,8,9,0,62,623,217,8.150140380859398
2006,1,8,10,0,78,757,362,9.464562988281273
2006,1,8,11,0,86,819,463,11.928125000000023
2006,1,8,12,0,89,842,508,13.096917724609398
2006,1,8,13,0,88,834,494,13.691857910156273
2006,1,8,14,0,83,794,421,13.693261718750023
2006,1,8,15,0,72,705,297,13.029931640625023
2006,1,8,16,0,51,509,141,11.434228515625023
2006,1,8,17,0,0,0,0,10.631463623046898
2006,1,8,18,0,0,0,0,10.146142578125023
2006,1,8,19,0,0,0,0,9.651544189453148
2006,1,8,20,0,0,0,0,9.166040039062523
2006,1,8,21,0,0,0,0,8.753350830078148
2006,1,8,22,0,0,0,0,8.428033447265648
2006,1,8,23,0,0,0,0,8.006036376953148
2006,1,9,0,0,0,0,0,7.495721435546898
2006,1,9,1,0,0,0,0,7.129479980468773
2006,1,9,2,0,0,0,0,6.930627441406273
2006,1,9,3,0,0,0,0,6.887475585937523
2006,1,9,4,0,0,0,0,6.991387939453148
2006,1,9,5,0,0,0,0,7.228112792968773
2006,1,9,6,0,0,0,0,7.544519042968773
2006,1,9,7,0,0,0,0,7.778283691406273
2006,1,9,8,0,33,320,61,7.210229492187523
2006,1,9,9,0,63,641,223,8.164514160156273
2006,1,9,10,0,79,777,371,10.671777343750023
2006,1,9,11,0,87,841,476,12.743341064453148
2006,1,9,12,0,91,864,523,13.843865966796898
2006,1,9,13,0,90,857,509,14.315270996093773
2006,1,9,14,0,84,816,434,14.242608642578148
2006,1,9,15,0,73,725,307,13.399194335937523
2006,1,9,16,0,52,529,148,11.841851806640648
2006,1,9,17,0,0,0,0,11.260522460937523
2006,1,9,18,0,0,0,0,10.900445556640648
2006,1,9,19,0,0,0,0,10.918725585937523
2006,1,9,20,0,0,0,0,11.003167724609398
2006,1,9,21,0,0,0,0,10.741998291015648
2006,1,9,22,0,0,0,0,10.406121826171898
2006,1,9,23,0,0,0,0,10.254968261718773
2006,1,10,0,0,0,0,0,10.099114990234398
2006,1,10,1,0,0,0,0,9.882440185546898
2006,1,10,2,0,0,0,0,9.613244628906273
2006,1,10,3,0,0,0,0,9.305505371093773
2006,1,10,4,0,0,0,0,9.078302001953148
2006,1,10,5,0,0,0,0,8.932458496093773
2006,1,10,6,0,0,0,0,8.928613281250023
2006,1,10,7,0,0,0,0,9.051599121093773
2006,1,10,8,0,32,295,58,8.376794433593773
2006,1,10,9,0,62,604,213,7.917779541015648
2006,1,10,10,0,121,0,121,8.456536865234398
2006,1,10,11,0,183,29,197,9.075006103515648
2006,1,10,12,0,200,30,215,9.608911132812523
2006,1,10,13,0,163,512,414,10.039300537109398
2006,1,10,14,0,82,769,414,10.601647949218773
2006,1,10,15,0,105,430,246,10.477288818359398
2006,1,10,16,0,69,90,86,10.511010742187523
2006,1,10,17,0,0,0,0,10.936334228515648
2006,1,10,18,0,0,0,0,10.923883056640648
2006,1,10,19,0,0,0,0,10.766381835937523
2006,1,10,20,0,0,0,0,10.477532958984398
2006,1,10,21,0,0,0,0,10.293481445312523
2006,1,10,22,0,0,0,0,10.245233154296898
2006,1,10,23,0,0,0,0,10.302178955078148
2006,1,11,0,0,0,0,0,10.438867187500023
2006,1,11,1,0,0,0,0,10.647698974609398
2006,1,11,2,0,0,0,0,10.935540771484398
2006,1,11,3,0,0,0,0,11.235589599609398
2006,1,11,4,0,0,0,0,11.504541015625023
2006,1,11,5,0,0,0,0,11.753411865234398
2006,1,11,6,0,0,0,0,12.001763916015648
2006,1,11,7,0,0,0,0,12.125268554687523
2006,1,11,8,0,10,0,10,12.387048339843773
2006,1,11,9,0,36,0,36,12.802514648437523
2006,1,11,10,0,107,0,107,13.129205322265648
2006,1,11,11,0,156,2,157,13.382043457031273
2006,1,11,12,0,194,22,205,13.582940673828148
2006,1,11,13,0,223,162,303,13.972283935546898
2006,1,11,14,0,190,155,258,13.748925781250023
2006,1,11,15,0,106,431,248,13.051629638671898
2006,1,11,16,0,70,145,97,11.544091796875023
2006,1,11,17,0,0,0,0,10.503564453125023
2006,1,11,18,0,0,0,0,10.128350830078148
2006,1,11,19,0,0,0,0,9.810021972656273
2006,1,11,20,0,0,0,0,9.514794921875023
2006,1,11,21,0,0,0,0,9.249749755859398
2006,1,11,22,0,0,0,0,9.042749023437523
2006,1,11,23,0,0,0,0,8.910791015625023
2006,1,12,0,0,0,0,0,8.770104980468773
2006,1,12,1,0,0,0,0,8.788964843750023
2006,1,12,2,0,0,0,0,8.784234619140648
2006,1,12,3,0,0,0,0,8.649224853515648
2006,1,12,4,0,0,0,0,8.649926757812523
2006,1,12,5,0,0,0,0,8.700952148437523
2006,1,12,6,0,0,0,0,8.747186279296898
2006,1,12,7,0,0,0,0,8.880120849609398
2006,1,12,8,0,20,0,20,8.986291503906273
2006,1,12,9,0,99,68,116,10.035974121093773
2006,1,12,10,0,155,245,249,12.467309570312523
2006,1,12,11,0,86,796,458,13.954553222656273
2006,1,12,12,0,213,313,372,14.693200683593773
2006,1,12,13,0,193,389,386,14.920373535156273
2006,1,12,14,0,175,317,314,14.620935058593773
2006,1,12,15,0,117,368,239,13.829949951171898
2006,1,12,16,0,66,246,113,12.374597167968773
2006,1,12,17,0,11,60,12,11.841394042968773
2006,1,12,18,0,0,0,0,11.264672851562523
2006,1,12,19,0,0,0,0,10.734826660156273
2006,1,12,20,0,0,0,0,10.302453613281273
2006,1,12,21,0,0,0,0,10.012048339843773
2006,1,12,22,0,0,0,0,9.742761230468773
2006,1,12,23,0,0,0,0,9.461724853515648
2006,1,13,0,0,0,0,0,9.153253173828148
2006,1,13,1,0,0,0,0,8.989343261718773
2006,1,13,2,0,0,0,0,8.669122314453148
2006,1,13,3,0,0,0,0,8.499200439453148
2006,1,13,4,0,0,0,0,8.350488281250023
2006,1,13,5,0,0,0,0,8.204858398437523
2006,1,13,6,0,0,0,0,8.535333251953148
2006,1,13,7,0,0,0,0,8.734643554687523
2006,1,13,8,0,32,296,60,9.422753906250023
2006,1,13,9,0,83,0,83,11.009484863281273
2006,1,13,10,0,159,69,186,13.554620361328148
2006,1,13,11,0,186,355,353,15.144464111328148
2006,1,13,12,0,222,272,360,16.137750244140648
2006,1,13,13,0,184,439,403,16.770379638671898
2006,1,13,14,0,177,318,317,16.415673828125023
2006,1,13,15,0,113,0,113,15.417871093750023
2006,1,13,16,0,65,284,120,13.595574951171898
2006,1,13,17,0,11,0,11,12.504785156250023
2006,1,13,18,0,0,0,0,12.049218750000023
2006,1,13,19,0,0,0,0,11.653405761718773
2006,1,13,20,0,0,0,0,11.294244384765648
2006,1,13,21,0,0,0,0,11.015649414062523
2006,1,13,22,0,0,0,0,10.808496093750023
2006,1,13,23,0,0,0,0,10.653375244140648
2006,1,14,0,0,0,0,0,10.719903564453148
2006,1,14,1,0,0,0,0,10.447351074218773
2006,1,14,2,0,0,0,0,10.055505371093773
2006,1,14,3,0,0,0,0,9.894586181640648
2006,1,14,4,0,0,0,0,9.990197753906273
2006,1,14,5,0,0,0,0,9.950372314453148
2006,1,14,6,0,0,0,0,9.548028564453148
2006,1,14,7,0,0,0,0,9.472161865234398
2006,1,14,8,0,15,0,15,10.423760986328148
2006,1,14,9,0,3,0,3,10.961022949218773
2006,1,14,10,0,100,0,100,10.956414794921898
2006,1,14,11,0,155,1,156,10.848168945312523
2006,1,14,12,0,20,0,20,10.818536376953148
2006,1,14,13,0,190,19,200,10.716607666015648
2006,1,14,14,0,101,0,101,10.817163085937523
2006,1,14,15,0,121,6,123,10.679162597656273
2006,1,14,16,0,3,0,3,9.995263671875023
2006,1,14,17,0,13,95,16,9.454644775390648
2006,1,14,18,0,0,0,0,9.204064941406273
2006,1,14,19,0,0,0,0,8.938897705078148
2006,1,14,20,0,0,0,0,8.623712158203148
2006,1,14,21,0,0,0,0,8.245904541015648
2006,1,14,22,0,0,0,0,7.882348632812523
2006,1,14,23,0,0,0,0,7.560693359375023
2006,1,15,0,0,0,0,0,7.267907714843773
2006,1,15,1,0,0,0,0,6.987817382812523
2006,1,15,2,0,0,0,0,6.646142578125023
2006,1,15,3,0,0,0,0,6.235681152343773
2006,1,15,4,0,0,0,0,5.753289794921898
2006,1,15,5,0,0,0,0,5.271203613281273
2006,1,15,6,0,0,0,0,4.823999023437523
2006,1,15,7,0,0,0,0,4.820062255859398
2006,1,15,8,0,34,355,68,5.781274414062523
2006,1,15,9,0,63,669,235,7.316857910156273
2006,1,15,10,0,78,800,387,8.925286865234398
2006,1,15,11,0,86,861,495,10.205041503906273
2006,1,15,12,0,90,884,545,11.056085205078148
2006,1,15,13,0,89,878,532,11.353753662109398
2006,1,15,14,0,84,841,459,11.167779541015648
2006,1,15,15,0,137,234,217,10.473107910156273
2006,1,15,16,0,55,581,170,9.440057373046898
2006,1,15,17,0,15,118,18,9.099206542968773
2006,1,15,18,0,0,0,0,8.980035400390648
2006,1,15,19,0,0,0,0,8.952569580078148
2006,1,15,20,0,0,0,0,8.850457763671898
2006,1,15,21,0,0,0,0,8.511773681640648
2006,1,15,22,0,0,0,0,8.482812500000023
2006,1,15,23,0,0,0,0,8.663781738281273
2006,1,16,0,0,0,0,0,8.688439941406273
2006,1,16,1,0,0,0,0,8.671624755859398
2006,1,16,2,0,0,0,0,8.683312988281273
2006,1,16,3,0,0,0,0,8.727716064453148
2006,1,16,4,0,0,0,0,8.711724853515648
2006,1,16,5,0,0,0,0,8.706597900390648
2006,1,16,6,0,0,0,0,8.767541503906273
2006,1,16,7,0,0,0,0,8.820062255859398
2006,1,16,8,0,7,0,7,8.418511962890648
2006,1,16,9,0,92,3,93,9.290948486328148
2006,1,16,10,0,161,223,248,11.977075195312523
2006,1,16,11,0,212,163,290,12.944268798828148
2006,1,16,12,0,230,234,351,12.841088867187523
2006,1,16,13,0,219,278,360,12.718988037109398
2006,1,16,14,0,182,312,322,12.471124267578148
2006,1,16,15,0,137,247,222,11.982354736328148
2006,1,16,16,0,71,251,122,11.563775634765648
2006,1,16,17,0,13,0,13,11.394464111328148
2006,1,16,18,0,0,0,0,11.189202880859398
2006,1,16,19,0,0,0,0,11.060357666015648
2006,1,16,20,0,0,0,0,10.960412597656273
2006,1,16,21,0,0,0,0,10.866540527343773
2006,1,16,22,0,0,0,0,10.761651611328148
2006,1,16,23,0,0,0,0,10.627374267578148
2006,1,17,0,0,0,0,0,10.480584716796898
2006,1,17,1,0,0,0,0,10.270257568359398
2006,1,17,2,0,0,0,0,10.050714111328148
2006,1,17,3,0,0,0,0,9.770410156250023
2006,1,17,4,0,0,0,0,9.166802978515648
2006,1,17,5,0,0,0,0,8.558465576171898
2006,1,17,6,0,0,0,0,8.193780517578148
2006,1,17,7,0,0,0,0,8.093347167968773
2006,1,17,8,0,21,0,21,8.654809570312523
2006,1,17,9,0,96,16,100,9.870477294921898
2006,1,17,10,0,151,315,274,11.816339111328148
2006,1,17,11,0,170,455,388,13.425866699218773
2006,1,17,12,0,225,281,372,14.275842285156273
2006,1,17,13,0,198,24,211,14.271600341796898
2006,1,17,14,0,165,12,171,13.890161132812523
2006,1,17,15,0,145,92,177,13.066857910156273
2006,1,17,16,0,27,0,27,11.829431152343773
2006,1,17,17,0,3,0,3,11.199151611328148
2006,1,17,18,0,0,0,0,11.218591308593773
2006,1,17,19,0,0,0,0,11.291589355468773
2006,1,17,20,0,0,0,0,11.364129638671898
2006,1,17,21,0,0,0,0,11.446282958984398
2006,1,17,22,0,0,0,0,11.485925292968773
2006,1,17,23,0,0,0,0,11.334924316406273
2006,1,18,0,0,0,0,0,10.995629882812523
2006,1,18,1,0,0,0,0,10.723596191406273
2006,1,18,2,0,0,0,0,10.526544189453148
2006,1,18,3,0,0,0,0,10.204705810546898
2006,1,18,4,0,0,0,0,10.213647460937523
2006,1,18,5,0,0,0,0,9.950128173828148
2006,1,18,6,0,0,0,0,10.068750000000023
2006,1,18,7,0,0,0,0,10.571618652343773
2006,1,18,8,0,35,50,40,11.215753173828148
2006,1,18,9,0,66,544,209,11.740350341796898
2006,1,18,10,0,168,127,218,12.254907226562523
2006,1,18,11,0,29,0,29,12.371118164062523
2006,1,18,12,0,187,473,435,12.433496093750023
2006,1,18,13,0,230,223,345,12.226647949218773
2006,1,18,14,0,83,822,458,11.926049804687523
2006,1,18,15,0,122,0,122,11.439569091796898
2006,1,18,16,0,79,52,90,10.511315917968773
2006,1,18,17,0,17,133,22,9.677941894531273
2006,1,18,18,0,0,0,0,9.393029785156273
2006,1,18,19,0,0,0,0,9.122338867187523
2006,1,18,20,0,0,0,0,8.852227783203148
2006,1,18,21,0,0,0,0,8.580926513671898
2006,1,18,22,0,0,0,0,8.335321044921898
2006,1,18,23,0,0,0,0,8.106103515625023
2006,1,19,0,0,0,0,0,7.854943847656273
2006,1,19,1,0,0,0,0,7.660211181640648
2006,1,19,2,0,0,0,0,7.507501220703148
2006,1,19,3,0,0,0,0,7.337884521484398
2006,1,19,4,0,0,0,0,7.163323974609398
2006,1,19,5,0,0,0,0,6.943475341796898
2006,1,19,6,0,0,0,0,6.696221923828148
2006,1,19,7,0,0,0,0,6.472802734375023
2006,1,19,8,0,36,33,39,7.047601318359398
2006,1,19,9,0,70,512,206,8.478265380859398
2006,1,19,10,0,81,783,390,10.203118896484398
2006,1,19,11,0,89,845,499,11.421746826171898
2006,1,19,12,0,93,869,551,12.171838378906273
2006,1,19,13,0,197,420,414,12.503259277343773
2006,1,19,14,0,172,400,356,12.366448974609398
2006,1,19,15,0,77,749,343,11.684564208984398
2006,1,19,16,0,58,580,181,10.314691162109398
2006,1,19,17,0,19,152,25,9.848352050781273
2006,1,19,18,0,0,0,0,9.516290283203148
2006,1,19,19,0,0,0,0,9.256890869140648
2006,1,19,20,0,0,0,0,9.050347900390648
2006,1,19,21,0,0,0,0,8.885186767578148
2006,1,19,22,0,0,0,0,8.721795654296898
2006,1,19,23,0,0,0,0,8.607232666015648
2006,1,20,0,0,0,0,0,8.547448730468773
2006,1,20,1,0,0,0,0,8.412591552734398
2006,1,20,2,0,0,0,0,8.298699951171898
2006,1,20,3,0,0,0,0,8.180200195312523
2006,1,20,4,0,0,0,0,8.068048095703148
2006,1,20,5,0,0,0,0,7.796380615234398
2006,1,20,6,0,0,0,0,7.314965820312523
2006,1,20,7,0,0,0,0,6.947076416015648
2006,1,20,8,0,36,342,71,6.682061767578148
2006,1,20,9,0,65,642,237,7.321771240234398
2006,1,20,10,0,81,772,387,9.519067382812523
2006,1,20,11,0,89,832,494,11.635980224609398
2006,1,20,12,0,92,855,545,12.691705322265648
2006,1,20,13,0,92,850,534,12.488000488281273
2006,1,20,14,0,87,813,463,11.637109375000023
2006,1,20,15,0,76,733,340,11.003533935546898
2006,1,20,16,0,57,566,180,10.312249755859398
2006,1,20,17,0,19,155,26,10.101007080078148
2006,1,20,18,0,0,0,0,10.041253662109398
2006,1,20,19,0,0,0,0,9.939538574218773
2006,1,20,20,0,0,0,0,9.839959716796898
2006,1,20,21,0,0,0,0,9.829553222656273
2006,1,20,22,0,0,0,0,9.863214111328148
2006,1,20,23,0,0,0,0,9.915734863281273
2006,1,21,0,0,0,0,0,9.999017333984398
2006,1,21,1,0,0,0,0,10.142022705078148
2006,1,21,2,0,0,0,0,10.212945556640648
2006,1,21,3,0,0,0,0,10.248559570312523
2006,1,21,4,0,0,0,0,10.360437011718773
2006,1,21,5,0,0,0,0,10.476342773437523
2006,1,21,6,0,0,0,0,10.533990478515648
2006,1,21,7,0,0,0,0,10.459954833984398
2006,1,21,8,0,2,0,2,10.438653564453148
2006,1,21,9,0,48,0,48,10.708337402343773
2006,1,21,10,0,165,57,188,11.975305175781273
2006,1,21,11,0,219,178,307,12.881951904296898
2006,1,21,12,0,217,36,237,13.020379638671898
2006,1,21,13,0,240,154,321,13.325067138671898
2006,1,21,14,0,187,338,345,13.304986572265648
2006,1,21,15,0,77,742,346,12.426507568359398
2006,1,21,16,0,58,581,186,10.771722412109398
2006,1,21,17,0,21,174,29,9.778009033203148
2006,1,21,18,0,0,0,0,9.183953857421898
2006,1,21,19,0,0,0,0,8.798974609375023
2006,1,21,20,0,0,0,0,8.486199951171898
2006,1,21,21,0,0,0,0,8.331506347656273
2006,1,21,22,0,0,0,0,8.319909667968773
2006,1,21,23,0,0,0,0,8.275994873046898
2006,1,22,0,0,0,0,0,8.048974609375023
2006,1,22,1,0,0,0,0,7.537774658203148
2006,1,22,2,0,0,0,0,6.858880615234398
2006,1,22,3,0,0,0,0,6.097131347656273
2006,1,22,4,0,0,0,0,5.298333740234398
2006,1,22,5,0,0,0,0,4.524102783203148
2006,1,22,6,0,0,0,0,3.8444458007812727
2006,1,22,7,0,0,0,0,3.7026000976562727
2006,1,22,8,0,37,370,77,4.965844726562523
2006,1,22,9,0,67,674,250,7.574761962890648
2006,1,22,10,0,82,805,406,10.513238525390648
2006,1,22,11,0,90,868,519,12.563928222656273
2006,1,22,12,0,94,893,572,13.817407226562523
2006,1,22,13,0,93,889,563,14.452172851562523
2006,1,22,14,0,89,856,491,14.545465087890648
2006,1,22,15,0,79,781,365,13.879357910156273
2006,1,22,16,0,60,621,199,12.100000000000023
2006,1,22,17,0,23,207,33,10.567681884765648
2006,1,22,18,0,0,0,0,9.882348632812523
2006,1,22,19,0,0,0,0,9.256433105468773
2006,1,22,20,0,0,0,0,8.769219970703148
2006,1,22,21,0,0,0,0,8.360284423828148
2006,1,22,22,0,0,0,0,7.853448486328148
2006,1,22,23,0,0,0,0,7.383386230468773
2006,1,23,0,0,0,0,0,7.390344238281273
2006,1,23,1,0,0,0,0,7.527368164062523
2006,1,23,2,0,0,0,0,7.213189697265648
2006,1,23,3,0,0,0,0,6.881433105468773
2006,1,23,4,0,0,0,0,6.970422363281273
2006,1,23,5,0,0,0,0,7.201745605468773
2006,1,23,6,0,0,0,0,7.132379150390648
2006,1,23,7,0,0,0,0,7.176904296875023
2006,1,23,8,0,38,376,78,8.147943115234398
2006,1,23,9,0,67,673,251,9.823266601562523
2006,1,23,10,0,82,799,406,12.412255859375023
2006,1,23,11,0,90,859,516,14.400598144531273
2006,1,23,12,0,93,882,569,15.780786132812523
2006,1,23,13,0,93,877,559,16.397637939453148
2006,1,23,14,0,88,842,487,16.329675292968773
2006,1,23,15,0,78,765,361,15.624932861328148
2006,1,23,16,0,59,605,197,13.443017578125023
2006,1,23,17,0,23,205,34,11.875268554687523
2006,1,23,18,0,0,0,0,11.465081787109398
2006,1,23,19,0,0,0,0,11.159570312500023
2006,1,23,20,0,0,0,0,10.894219970703148
2006,1,23,21,0,0,0,0,10.630761718750023
2006,1,23,22,0,0,0,0,10.341729736328148
