,shading60,move_sequence,shading_move_0,shading_move_1,shading_move_2,shading_move_3,shading_move_4,shading_move_5,shading_move_6,shading_move_7,shading_move_8,shading_move_9,shading_move_10,shading_move_11,shading_move_12,read_sequence
SPC_3657,24.5,0101100010111,24.5,19.6,21.9,22.5,22.5,24.5,24.5,24.5,22.5,24.5,22.5,19.6,19.6,0110000000011
SPC_3658,25.2,0110010000101,22.8,23.3,23.3,25.2,25.2,23.3,25.2,22.8,22.8,22.8,20.5,25.2,23.3,1000000111100
SPC_3659,25.7,0100111101101,25.7,23.8,23.3,25.7,21.0,21.0,21.0,21.0,23.3,21.0,21.0,23.3,23.8,0010111111110
SPC_3660,25.1,0100001101110,25.1,23.1,25.1,22.6,25.1,25.1,23.1,23.1,25.1,20.3,23.1,23.1,22.6,0001000001001
SPC_3661,25.1,0011001111101,25.1,25.1,20.3,20.3,25.1,25.1,20.3,20.3,20.3,20.3,23.1,22.6,20.3,0011001111011
SPC_3662,22.7,0111100000111,22.7,20.6,17.5,20.6,20.6,22.7,20.0,22.7,20.0,22.7,17.5,17.5,17.5,0010001010111
SPC_3663,22.4,0100001110011,22.4,20.3,22.4,19.7,19.7,19.7,20.3,20.3,20.3,19.7,22.4,17.1,20.3,0001110001010
SPC_3664,23.9,0011111010011,23.9,23.9,21.9,21.9,21.9,18.9,21.9,23.9,18.9,23.9,23.9,21.9,21.9,0000010010000
SPC_3665,24.8,0111000111011,24.8,20.0,22.8,22.8,24.8,22.3,24.8,20.0,20.0,22.8,22.3,20.0,22.8,0100010110110
SPC_3666,25.2,0001100010111,25.2,25.2,25.2,23.2,23.2,22.7,22.7,22.7,23.2,22.7,20.4,20.4,20.4,0000011101111
SPC_3667,25.1,0001011110011,25.1,22.6,25.1,23.2,25.1,20.3,20.3,20.3,20.3,22.6,25.1,20.3,20.3,0100011111011
SPC_3668,25.7,0100010011000,25.7,21.0,25.7,23.2,25.7,21.0,25.7,25.7,23.8,21.0,25.7,25.7,25.7,0101010001000
SPC_3669,26.1,0101100110010,26.1,21.5,23.7,24.2,24.2,23.7,23.7,24.2,21.5,26.1,23.7,24.2,26.1,0110011010100
SPC_3670,23.9,0010110001011,23.9,23.9,18.9,23.9,18.9,18.9,23.9,21.3,21.3,21.9,21.3,21.9,21.9,0010110110100
SPC_3671,26.9,0000000101001,26.9,24.6,24.6,26.9,24.6,26.9,24.6,22.5,26.9,22.5,24.6,24.6,22.5,0110101101111
SPC_3672,23.1,0000011011100,23.1,23.1,20.4,20.4,20.4,21.0,18.0,23.1,21.0,18.0,18.0,23.1,20.4,0011101001101
SPC_3673,26.9,0010101000001,26.9,24.6,22.5,26.9,22.5,26.9,22.5,24.6,24.6,24.6,24.6,24.6,22.5,0110101111111
SPC_3674,26.3,0001011100110,26.3,26.3,26.3,21.7,23.9,24.4,24.4,21.7,23.9,23.9,24.4,24.4,23.9,0001100111001
SPC_3675,26.1,0101011110000,26.1,24.2,23.7,21.5,26.1,21.5,24.2,21.5,21.5,23.7,26.1,26.1,26.1,0011010111000
SPC_3676,28.2,1000001010011,26.5,26.0,26.0,28.2,28.2,26.0,24.0,28.2,26.5,28.2,28.2,26.5,26.5,0110011000000
SPC_3677,24.2,0011100011111,24.2,24.2,22.2,22.2,19.3,21.6,21.6,21.6,19.3,19.3,19.3,19.3,22.2,0000111111110
SPC_3678,24.9,0000010111101,24.9,24.9,24.9,24.9,22.4,22.9,24.9,22.9,20.0,20.0,20.0,22.4,22.9,0000100011110
SPC_3679,26.1,0001010100000,26.1,23.7,23.7,21.5,26.1,21.5,26.1,24.2,26.1,26.1,26.1,23.7,23.7,0111010000011
SPC_3680,25.6,0101010111010,25.6,21.0,25.6,21.0,25.6,21.0,23.2,21.0,21.0,23.7,23.2,21.0,25.6,0101011110110
SPC_3681,22.7,0011001111011,22.7,20.0,17.4,17.4,20.0,20.0,20.5,20.5,17.4,17.4,20.0,17.4,17.4,0111110011111
SPC_3682,22.9,0011011101011,22.9,20.1,17.6,17.6,20.1,20.7,17.6,20.7,22.9,20.7,20.1,17.6,17.6,0111101000111
SPC_3683,26.1,0001001010011,26.1,26.1,26.1,24.2,23.7,23.7,24.2,26.1,21.5,26.1,23.7,21.5,24.2,0000110010110
SPC_3684,25.0,0101011000111,25.0,23.0,22.5,20.2,25.0,23.0,23.0,22.5,22.5,22.5,20.2,23.0,20.2,0011000111101
SPC_3685,24.2,0100001101001,24.2,19.3,21.7,24.2,21.7,21.7,22.2,22.2,24.2,22.2,24.2,21.7,22.2,0110110000010
SPC_3686,25.8,0011100100010,25.8,23.4,21.2,23.9,21.2,23.4,23.4,21.2,25.8,25.8,25.8,23.9,25.8,0110111100000
SPC_3687,27.9,0101011011011,27.9,26.2,25.7,23.7,27.9,26.2,26.2,25.7,23.7,26.2,25.7,23.7,23.7,0011000110111
SPC_3688,26.1,0011100000011,26.1,26.1,21.5,21.5,21.5,26.1,23.7,23.7,26.1,23.7,26.1,21.5,24.3,0011101101010
SPC_3689,22.7,0100101100001,22.7,17.5,20.0,22.7,17.5,20.0,17.5,20.6,22.7,20.0,20.0,20.0,17.5,0110111001111
SPC_3690,22.6,0010000111010,22.6,22.6,20.4,22.6,19.8,22.6,22.6,20.4,17.3,17.3,22.6,17.3,22.6,0000100011010
SPC_3691,25.7,0000000011100,25.7,25.7,25.7,25.7,25.7,23.3,25.7,23.3,23.8,23.8,23.8,23.3,23.3,0000010100011
SPC_3692,26.8,0010101010001,26.8,26.8,22.3,26.8,22.3,24.5,22.3,24.5,24.9,26.8,24.5,26.8,24.9,0010111100100
SPC_3693,24.4,0111100100100,24.4,22.4,22.4,19.5,22.4,24.4,21.9,19.5,24.4,21.9,19.5,21.9,21.9,0001001101111
SPC_3694,23.7,0101110010100,23.7,21.7,21.1,18.7,21.7,18.7,21.1,23.7,21.7,21.1,18.7,21.1,23.7,0011011001110
SPC_3695,24.8,0111001110111,24.8,22.8,19.9,19.9,24.8,24.8,19.9,22.8,22.8,22.3,22.8,22.8,19.9,0011001001001
SPC_3696,24.3,0011011101101,24.3,21.8,19.4,22.3,21.8,19.4,22.3,22.3,24.3,19.4,19.4,24.3,19.4,0110110001101
SPC_3697,25.9,0101100100111,25.9,24.1,23.5,24.1,21.3,23.5,25.9,21.3,25.9,25.9,24.1,21.3,24.1,0010110100010
SPC_3698,25.1,0000111011111,25.1,22.6,22.6,22.6,23.2,20.3,23.2,22.6,20.3,23.2,20.3,20.3,20.3,0111010110111
SPC_3699,22.9,0000111100111,22.9,22.9,22.9,20.2,17.7,20.8,17.7,17.7,20.2,20.2,17.7,17.7,20.8,0001101111110
SPC_3700,26.1,0110001111111,26.1,24.2,21.5,23.7,23.7,23.7,24.2,24.2,24.2,21.5,24.2,24.2,21.5,0011110001001
SPC_3701,23.3,0011111101010,23.3,23.3,18.2,18.2,18.2,18.2,21.2,18.2,23.3,18.2,20.7,21.2,23.3,0011110101100
SPC_3702,24.9,0111000001000,24.9,20.1,22.9,22.9,24.9,24.9,24.9,24.9,24.9,20.1,24.9,24.9,22.4,0100000001001
SPC_3703,24.8,0001100101001,24.8,24.8,24.8,19.9,22.8,22.3,24.8,19.9,22.3,22.8,22.3,24.8,22.8,0001010110100
SPC_3704,22.9,0010010111111,22.9,20.2,17.7,22.9,22.9,20.7,22.9,20.7,20.7,17.7,17.7,20.7,17.7,0110000001101
SPC_3705,24.6,0000010101100,24.6,22.0,24.6,22.0,24.6,22.6,24.6,22.6,24.6,22.6,22.6,22.0,24.6,0101000000010
SPC_3706,28.2,0111000011000,28.2,26.5,26.5,24.0,28.2,26.0,28.2,26.0,24.0,26.5,28.2,28.2,28.2,0001010110000
SPC_3707,28.1,0011111111110,28.1,25.9,23.9,23.9,26.4,26.4,23.9,26.4,26.4,26.4,23.9,26.4,25.9,0111001000101
SPC_3708,24.5,0101010011001,24.5,19.6,21.9,22.5,21.9,22.5,21.9,24.5,22.5,19.6,21.9,21.9,22.5,0110101001110
SPC_3709,26.6,0000101101101,26.6,24.2,26.6,26.6,24.7,24.2,22.1,24.7,26.6,22.1,22.1,24.2,24.7,0100011001110
SPC_3710,25.7,0100011100110,25.7,21.1,23.3,23.3,25.7,21.1,21.1,23.8,25.7,23.3,23.8,23.8,25.7,0111011001000
SPC_3711,23.5,0110101011011,23.5,18.4,21.4,23.5,18.4,20.9,21.4,20.9,18.4,18.4,20.9,18.4,21.4,0100110111110
SPC_3712,24.0,0001100001101,24.0,24.0,24.0,21.9,21.9,24.0,21.4,21.4,24.0,21.9,21.9,21.4,19.0,0000001100011
SPC_3713,24.1,0000101001111,24.1,21.5,21.5,24.1,19.1,21.5,22.1,21.5,24.1,22.1,19.1,22.1,19.1,0110110100101
SPC_3714,26.5,0001100111010,26.5,26.5,26.5,22.0,22.0,26.5,24.1,24.6,22.0,24.6,24.1,22.0,26.5,0001101010110
SPC_3715,22.7,0101010011011,22.7,17.5,20.0,20.6,20.0,17.5,22.7,20.0,17.5,17.5,22.7,17.5,20.6,0110110111010
SPC_3716,23.1,0101111011001,23.1,21.0,20.4,18.0,21.0,21.0,18.0,20.4,21.0,21.0,20.4,23.1,21.0,0011001100100
SPC_3717,23.3,0111001001100,23.3,18.2,18.2,18.2,23.3,23.3,21.2,23.3,23.3,18.2,21.2,20.6,23.3,0111000001010
SPC_3718,24.8,0010101001110,24.8,22.3,19.9,22.3,22.8,22.3,19.9,24.8,22.3,22.8,19.9,19.9,24.8,0111011010110
SPC_3719,23.5,0000000100100,23.5,23.5,20.9,20.9,23.5,23.5,23.5,21.5,23.5,20.9,18.5,23.5,20.9,0011000001101
SPC_3720,24.5,0011111001111,24.5,22.0,19.6,19.6,22.5,22.5,19.6,24.5,22.0,22.5,19.6,19.6,22.5,0111001010110
SPC_3721,26.3,0010000110001,26.3,26.3,24.4,23.9,23.9,26.3,26.3,24.4,24.4,23.9,26.3,26.3,24.4,0001100001000
SPC_3722,23.8,0010101101001,23.8,21.2,18.8,23.8,18.8,21.2,18.8,21.7,23.8,21.7,21.2,23.8,18.8,0110111000101
SPC_3723,27.2,0000100000110,27.2,27.2,24.9,27.2,25.4,24.9,27.2,24.9,27.2,27.2,25.4,22.8,24.9,0010010100011
SPC_3724,26.8,0100101100100,26.8,22.3,26.8,24.5,22.3,24.5,25.0,22.3,26.8,26.8,22.3,26.8,24.5,0101110100101
SPC_3725,25.5,0011111110100,25.5,25.5,20.8,20.8,23.6,23.6,20.8,23.6,23.6,23.0,20.8,23.0,23.0,0011001001111
SPC_3726,24.5,0111111011010,24.5,22.5,22.5,22.5,19.6,19.6,19.6,21.9,19.6,22.5,24.5,19.6,21.9,0000111110011
SPC_3727,25.0,0000101001011,25.0,22.5,22.5,22.5,23.0,22.5,23.0,22.5,25.0,23.0,22.5,23.0,20.2,0111010100101
SPC_3728,26.9,0000011001100,26.9,26.9,24.6,26.9,24.6,25.1,25.1,26.9,26.9,22.5,25.1,24.6,24.6,0010100001011
SPC_3729,24.8,0100100110011,24.8,20.0,22.3,22.3,22.8,22.3,22.3,20.0,20.0,24.8,22.3,22.8,22.8,0111011110100
SPC_3730,24.6,0101100111011,24.6,22.6,22.0,19.7,19.7,24.6,22.0,22.6,19.7,22.6,24.6,19.7,22.6,0011101010010
SPC_3731,0.0,0001010010011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000000000000
SPC_3732,25.2,0110101000110,25.2,23.3,23.3,22.8,23.3,22.8,20.5,25.2,25.2,25.2,20.5,20.5,25.2,0001011000110
SPC_3733,25.2,0010001000101,25.2,22.7,23.2,25.2,22.7,22.7,20.4,25.2,22.7,22.7,23.2,25.2,20.4,0100111011001
SPC_3734,25.1,0000110100111,25.1,22.6,22.6,25.1,23.1,20.3,22.6,20.3,22.6,25.1,23.1,23.1,23.1,0110011110000
SPC_3735,26.5,0011110000110,26.5,26.5,24.7,24.7,24.7,24.7,24.2,26.5,24.2,26.5,24.7,24.7,24.2,0000001010001
SPC_3736,22.3,0101101001011,22.3,17.0,22.3,17.0,17.0,19.5,17.0,22.3,22.3,17.0,22.3,17.0,20.1,0101111001010
SPC_3737,24.2,0000100101100,24.2,24.2,24.2,21.7,22.2,24.2,21.7,19.3,21.7,22.2,22.2,21.7,24.2,0001001110010
SPC_3738,25.5,0000011000000,25.5,23.0,23.0,25.5,23.0,23.5,23.5,25.5,25.5,25.5,23.0,23.0,23.0,0110100000111
SPC_3739,25.2,0010000101010,25.2,22.8,23.3,22.8,22.8,22.8,25.2,23.3,25.2,20.5,22.8,20.5,22.8,0101110001111
SPC_3740,22.6,0001100001000,22.6,22.6,22.6,17.4,20.5,22.6,19.9,19.9,19.9,17.4,22.6,22.6,19.9,0001001111001
SPC_3741,26.3,0110000111011,26.3,21.8,21.8,24.0,24.0,26.3,26.3,24.5,24.5,21.8,24.0,24.5,21.8,0111100001101
SPC_3742,26.0,0001111110100,26.0,23.6,23.6,21.4,21.4,21.4,24.1,24.1,24.1,26.0,21.4,23.6,26.0,0111110000110
SPC_3743,26.8,0111101110010,26.8,22.3,24.9,24.9,24.9,24.5,24.9,22.3,22.3,26.8,26.8,24.9,24.5,0100010110001
SPC_3744,25.0,0110110000110,25.0,20.2,20.2,22.5,23.1,20.2,22.5,25.0,22.5,25.0,20.2,23.1,25.0,0111011010100
SPC_3745,0.0,0101000100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000000000000
SPC_3746,22.6,0100111100100,22.6,17.3,22.6,19.9,17.3,17.3,20.4,17.3,19.9,19.9,20.4,22.6,22.6,0101110111000
SPC_3747,24.7,0111101011011,24.7,22.8,19.9,22.8,22.8,24.7,22.8,22.2,22.8,19.9,22.2,22.8,19.9,0010000101101
SPC_3748,23.7,0110010101101,23.7,21.6,18.6,23.7,23.7,18.6,23.7,21.6,23.7,21.6,21.6,21.0,18.6,0010010000011
SPC_3749,26.9,0011011100110,26.9,24.7,22.5,25.1,24.7,22.5,25.1,22.5,26.9,24.7,25.1,25.1,26.9,0110110101000
SPC_3750,22.7,0001101001110,22.7,20.0,20.0,17.5,20.6,20.0,20.6,20.0,20.0,17.5,17.5,17.5,20.0,0111010111111
SPC_3751,23.3,0001101110011,23.3,23.3,23.3,21.2,21.2,23.3,21.2,21.2,21.2,23.3,23.3,21.2,21.2,0000000000000
SPC_3752,27.3,0001111011100,27.3,27.3,27.3,25.5,22.9,22.9,22.9,25.0,25.5,25.5,22.9,25.0,25.0,0000111100111
SPC_3753,22.0,0010011111000,22.0,22.0,16.6,22.0,19.2,16.6,19.8,19.8,16.6,19.8,22.0,19.2,22.0,0010110010010
SPC_3754,22.2,0010101010011,22.2,19.5,16.9,22.2,20.0,22.2,16.9,19.5,20.0,19.5,19.5,16.9,16.9,0110001101111
SPC_3755,23.8,0100100111011,23.8,21.8,23.8,23.8,18.8,23.8,23.8,21.8,21.8,21.8,23.8,18.8,18.8,0000100000011
SPC_3756,22.5,0011110000100,22.5,22.5,20.3,17.2,20.3,20.3,19.7,19.7,22.5,22.5,20.3,19.7,22.5,0001001100010
SPC_3757,22.7,0110110101010,22.7,17.4,20.5,20.0,17.4,17.4,20.0,20.5,22.7,20.5,22.7,17.4,22.7,0101111000010
SPC_3758,23.1,0111010000000,23.1,17.9,21.0,21.0,23.1,17.9,20.4,23.1,20.4,20.4,20.4,23.1,20.4,0100011011101
SPC_3759,24.3,1000001000011,22.3,21.7,21.7,24.3,24.3,24.3,22.3,24.3,24.3,24.3,24.3,22.3,22.3,0110000000000
SPC_3760,26.2,0101111101111,26.2,24.4,23.9,21.7,24.4,24.4,21.7,21.7,26.2,24.4,24.4,21.7,21.7,0011001100011
SPC_3761,26.2,0010110001101,26.2,26.2,21.6,26.2,24.3,24.3,23.8,23.8,26.2,24.3,24.3,26.2,21.6,0010001100001
SPC_3762,25.2,0110100101011,25.2,20.5,23.3,22.8,20.5,22.8,22.8,20.5,25.2,20.5,25.2,20.5,23.3,0101111101010
SPC_3763,27.1,0001111001110,27.1,24.9,27.1,22.8,22.8,22.8,25.4,27.1,24.9,22.8,25.4,22.8,24.9,0101110011011
SPC_3764,24.5,0111111100111,24.5,19.7,19.7,19.7,22.5,19.7,19.7,22.5,24.5,22.0,19.7,22.5,22.5,0111011001100
SPC_3765,24.0,0010010011001,24.0,24.0,22.0,24.0,21.4,19.0,24.0,24.0,22.0,22.0,24.0,21.4,19.0,0000110000011
SPC_3766,24.9,0100001001011,24.9,22.9,22.4,22.4,24.9,24.9,20.1,24.9,22.4,20.1,22.4,20.1,20.1,0011001011111
SPC_3767,25.8,0011001011101,25.8,25.8,21.1,21.1,23.3,25.8,21.1,23.3,21.1,21.1,21.1,23.3,23.9,0011101111110
SPC_3768,22.9,0010011111011,22.9,22.9,17.7,22.9,22.9,17.7,17.7,20.7,20.7,17.7,20.2,17.7,20.7,0010011001110
SPC_3769,25.3,1000000001011,23.4,22.9,22.9,25.3,25.3,25.3,22.9,22.9,25.3,23.4,22.9,20.6,23.4,0110001100110
SPC_3770,24.2,0000000100101,24.2,21.7,24.2,24.2,24.2,21.7,24.2,22.2,24.2,21.7,22.2,24.2,22.2,0100010001000
SPC_3771,23.9,0000000011010,23.9,21.3,21.3,21.3,21.3,23.9,21.3,21.3,21.9,21.9,21.3,18.9,21.3,0111101100111
SPC_3772,26.0,0001001111001,26.0,23.6,23.6,21.4,23.6,23.6,21.4,24.1,21.4,21.4,23.6,26.0,21.4,0111111011101
SPC_3773,28.3,0111011000010,28.3,24.2,24.2,24.2,26.2,26.6,26.6,26.2,28.3,26.2,28.3,26.6,28.3,0111100101000
SPC_3774,23.1,0101000110001,23.1,18.0,23.1,21.0,20.4,20.4,23.1,18.0,18.0,20.4,20.4,23.1,18.0,0100110111101
SPC_3775,23.2,0001011001011,23.2,23.2,20.5,18.0,23.2,21.1,21.1,23.2,20.5,18.0,23.2,21.1,18.0,0011000011001
SPC_3776,24.9,0010010100100,24.9,22.4,20.1,22.4,24.9,23.0,24.9,20.1,24.9,24.9,23.0,24.9,24.9,0111000100000
SPC_3777,22.6,0001011000110,19.8,22.6,22.6,20.4,22.6,20.4,20.4,19.8,19.8,22.6,17.3,17.3,19.8,1000000110111
SPC_3778,24.8,0010101101011,24.8,24.8,20.0,22.3,22.9,22.3,20.0,22.9,24.8,20.0,24.8,22.9,22.9,0011011001000
SPC_3779,24.5,0110001100011,22.0,22.5,22.5,24.5,24.5,24.5,22.5,22.5,22.0,24.5,22.0,19.6,19.6,1000000010111
SPC_3780,27.1,0001110101101,27.1,27.1,27.1,25.3,22.8,25.3,24.9,25.3,27.1,22.8,25.3,27.1,22.8,0000101001001
SPC_3781,24.6,0010101011101,24.6,24.6,19.8,22.1,19.8,22.1,22.6,22.1,22.6,22.6,22.6,24.6,19.8,0011110100001
SPC_3782,25.3,0011000100101,25.3,22.9,23.4,23.4,22.9,22.9,22.9,20.6,25.3,22.9,20.6,22.9,20.6,0100111101111
SPC_3783,27.1,0100000100110,27.1,22.7,27.1,27.1,24.8,27.1,27.1,22.7,24.8,27.1,25.3,25.3,27.1,0100100110000
SPC_3784,23.3,0101111100000,23.3,21.2,23.3,18.1,18.1,18.1,18.1,21.2,23.3,23.3,20.6,20.6,23.3,0001111000110
SPC_3785,26.2,0111100010100,26.2,24.3,24.3,24.3,21.6,23.8,26.2,23.8,24.3,26.2,24.3,26.2,26.2,0000110100000
SPC_3786,26.9,0001001101010,26.9,24.6,26.9,22.4,26.9,24.6,25.1,25.1,24.6,22.4,26.9,22.4,24.6,0101010011011
SPC_3787,25.3,0101000100100,25.3,20.5,22.8,23.3,22.8,22.8,22.8,23.3,22.8,25.3,20.5,25.3,25.3,0110111010100
SPC_3788,22.8,0000011100111,22.8,22.8,22.8,22.8,22.8,20.7,20.7,20.7,20.1,20.1,17.6,20.7,20.7,0000000011100
SPC_3789,26.8,0101100001100,26.8,22.3,26.8,24.9,22.3,24.5,24.5,26.8,26.8,22.3,24.9,24.5,24.5,0100111001011
SPC_3790,25.4,0100101100010,25.4,23.5,23.0,25.4,20.7,25.4,20.7,23.5,23.0,23.0,23.0,20.7,25.4,0010101011110
SPC_3791,23.4,0111111011110,23.4,18.3,21.3,18.3,18.3,21.3,21.3,23.4,18.3,21.3,21.3,18.3,23.4,0101100010010
SPC_3792,25.8,0101010111100,25.8,21.1,23.4,21.1,23.4,23.9,25.8,21.1,21.1,23.9,23.9,25.8,25.8,0111100110000
SPC_3793,27.6,0111110100101,27.6,25.9,25.9,23.4,23.4,23.4,27.6,25.9,27.6,25.4,23.4,27.6,25.9,0001110001100
SPC_3794,25.4,0001001101101,25.4,23.0,23.0,20.7,23.0,23.0,23.5,23.5,23.0,20.7,20.7,25.4,20.7,0111110011101
SPC_3795,25.0,0010110100100,25.0,22.5,23.0,25.0,20.1,23.0,22.5,23.0,25.0,22.5,20.1,25.0,25.0,0100101001100
SPC_3796,26.3,0100010111111,26.3,21.8,26.3,26.3,23.9,21.8,26.3,21.8,21.8,21.8,21.8,24.4,24.4,0100110111100
SPC_3797,25.0,0011011000100,25.0,25.0,23.1,23.1,22.5,23.1,23.1,22.5,22.5,22.5,23.1,25.0,22.5,0000100111001
SPC_3798,24.9,0111111100011,24.9,22.9,22.9,22.9,22.9,20.1,20.1,20.1,22.4,22.4,22.4,22.9,22.9,0000011111100
SPC_3799,23.3,0011100010011,23.3,20.7,21.3,18.2,21.3,20.7,20.7,20.7,21.3,23.3,20.7,21.3,18.2,0101011100101
SPC_3800,25.4,0001101011110,25.4,22.9,25.4,20.7,23.4,22.9,20.7,22.9,20.7,23.4,23.4,23.4,25.4,0101011110000
SPC_3801,23.1,0001011101010,23.1,20.4,23.1,21.0,20.4,21.0,17.9,17.9,20.4,17.9,23.1,21.0,23.1,0100101111000
SPC_3802,25.5,0001011100001,25.5,25.5,23.0,23.6,23.0,23.6,20.8,23.6,25.5,25.5,23.0,25.5,20.8,0010101000101
SPC_3803,26.2,0001000011110,26.2,23.8,26.2,21.6,26.2,26.2,23.8,26.2,24.3,21.6,24.3,24.3,26.2,0101001001000
SPC_3804,23.9,0000010100100,23.9,21.3,21.3,21.3,21.3,18.9,23.9,21.9,21.3,21.3,21.9,23.9,21.3,0111110011001
SPC_3805,24.7,0001001101011,24.7,22.1,24.7,19.8,24.7,22.1,22.7,22.7,24.7,22.7,24.7,19.8,19.8,0101010000011
SPC_3806,25.8,0000001100000,25.8,25.8,23.4,25.8,23.4,23.4,24.0,24.0,23.4,25.8,23.4,23.4,25.8,0010110010110
SPC_3807,25.6,0110011001000,25.6,20.9,20.9,23.2,23.2,20.9,23.7,25.6,23.2,20.9,25.6,23.2,25.6,0111110011010
SPC_3808,23.4,0100110100110,23.4,21.3,20.7,20.7,18.3,18.3,20.7,18.3,20.7,20.7,18.3,18.3,23.4,0011111111110
SPC_3809,26.2,0001100001001,26.2,23.8,23.8,24.3,24.3,26.2,23.8,26.2,26.2,24.3,26.2,23.8,24.3,0110001000010
SPC_3810,27.3,0010000001000,27.3,27.3,25.5,27.3,25.0,25.0,27.3,27.3,27.3,25.5,27.3,27.3,25.0,0000110000001
SPC_3811,23.9,0101110011011,23.9,18.8,23.9,18.8,21.8,21.8,23.9,23.9,18.8,18.8,23.9,21.8,18.8,0101000011001
SPC_3812,23.6,0101011001100,23.6,21.5,23.6,18.5,21.0,21.5,18.5,21.0,21.0,21.5,21.5,21.0,23.6,0001101110010
SPC_3813,23.0,0111010111101,23.0,20.8,17.8,20.8,23.0,20.8,20.3,17.8,17.8,17.8,17.8,20.3,20.8,0010001111110
SPC_3814,22.1,0011110111111,22.1,19.3,16.7,16.7,16.7,16.7,22.1,19.9,16.7,16.7,19.9,16.7,16.7,0111110011011
SPC_3815,27.1,0100100100110,27.1,25.3,27.1,24.8,22.7,27.1,27.1,25.3,24.8,24.8,22.7,22.7,27.1,0001100011110
SPC_3816,26.0,0100011011001,26.0,24.1,26.0,23.6,23.6,21.4,21.4,26.0,21.4,24.1,23.6,26.0,21.4,0001111010101
SPC_3817,23.5,0101010111110,23.5,21.4,23.5,21.4,20.9,18.4,23.5,18.4,21.4,21.4,21.4,21.4,20.9,0000110100001
SPC_3818,25.9,0111101010011,25.9,24.0,24.0,21.3,21.3,23.5,24.0,23.5,24.0,23.5,23.5,21.3,24.0,0001110101110
SPC_3819,26.4,0000111101101,26.4,24.1,26.4,26.4,24.6,21.9,21.9,21.9,26.4,21.9,24.6,24.1,21.9,0100011101011
SPC_3820,23.4,0000000010100,23.4,23.4,23.4,20.8,23.4,20.8,23.4,23.4,18.3,23.4,21.4,20.8,23.4,0001010010010
SPC_3821,24.0,0100000011000,24.0,19.0,21.4,24.0,24.0,21.4,21.4,24.0,19.0,22.0,24.0,24.0,24.0,0110011010000
SPC_3822,24.4,0001010110000,24.4,24.4,24.4,22.4,24.4,22.4,24.4,19.5,19.5,21.8,21.8,21.8,24.4,0000000111110
SPC_3823,25.6,0010110110101,25.6,25.6,21.0,23.2,23.7,23.7,23.2,21.0,21.0,25.6,21.0,25.6,21.0,0011001110101
SPC_3824,24.1,0011000001010,24.1,24.1,19.1,22.0,24.1,21.5,24.1,24.1,21.5,19.1,24.1,19.1,21.5,0010010011011
SPC_3825,26.5,0100011011101,26.5,24.7,24.2,24.2,26.5,22.0,24.7,24.2,22.0,24.7,22.0,26.5,22.0,0011010110101
SPC_3826,24.6,0010011000011,24.6,22.0,22.6,22.0,24.6,19.7,22.6,22.0,22.0,22.0,22.0,22.6,22.6,0101010111100
SPC_3827,22.9,0100011000100,22.9,20.8,22.9,20.2,22.9,17.7,20.8,20.2,20.2,20.2,20.8,20.2,20.2,0001010111011
SPC_3828,26.1,0110000101001,26.1,24.2,21.5,26.1,26.1,23.7,26.1,21.5,26.1,24.2,26.1,23.7,24.2,0010010100010
SPC_3829,25.2,0100110011001,25.2,20.4,22.7,22.7,23.2,20.4,22.7,25.2,20.4,23.2,22.7,22.7,20.4,0111011010111
SPC_3830,24.7,0111000101111,24.7,22.7,22.7,22.7,22.2,22.2,24.7,19.9,24.7,19.9,22.7,19.9,19.9,0000110101011
SPC_3831,25.0,0000100101101,25.0,22.5,25.0,22.5,23.0,22.5,25.0,20.2,22.5,23.0,23.0,22.5,20.2,0101010110011
SPC_3832,27.4,0110110100111,27.4,23.1,23.1,25.2,25.7,23.1,27.4,25.7,27.4,27.4,23.1,25.7,25.7,0111010000100
SPC_3833,23.0,0000000101100,23.0,20.3,23.0,23.0,23.0,20.3,23.0,20.9,20.3,20.9,17.8,23.0,23.0,0100010010100
SPC_3834,25.1,0101110100100,25.1,20.3,25.1,23.2,23.2,23.2,22.6,20.3,22.6,25.1,20.3,22.6,22.6,0100001110111
SPC_3835,25.4,0110000100001,25.4,23.5,20.7,22.9,22.9,22.9,25.4,20.7,22.9,25.4,22.9,25.4,20.7,0011110110101
SPC_3836,26.9,0011011011111,26.9,26.9,22.5,22.5,26.9,25.1,22.5,26.9,25.1,22.5,22.5,22.5,25.1,0011001001110
SPC_3837,24.4,0000001100011,24.4,24.4,21.9,24.4,21.9,24.4,19.5,22.4,21.9,21.9,21.9,19.5,19.5,0010101011111
SPC_3838,26.6,0100111011000,26.6,22.1,26.6,26.6,22.1,22.1,22.1,26.6,24.7,24.7,26.6,24.2,26.6,0100111000010
SPC_3839,25.7,1000001011001,23.9,25.7,25.7,25.7,23.3,25.7,23.9,25.7,23.9,21.1,23.3,25.7,23.9,0000100001100
SPC_3840,26.4,1000001100001,24.6,24.1,24.1,26.4,24.1,24.1,21.9,21.9,24.1,24.1,24.1,24.1,21.9,0110111111111
SPC_3841,26.3,0110101001011,26.3,24.4,24.4,26.3,24.4,26.3,21.7,23.9,26.3,21.7,23.9,24.4,24.4,0000001101100
